Datum;Zeit;Lot-Nr.;Subsystem;Ereignis & Massnahme;Visum
06.01.2025;22:53;30983000;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;DR
07.01.2025;00:59;30983000;52003.001;Stoerung Materialfoerderung;PB
07.01.2025;05:12;30983000;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;IS
07.01.2025;09:42;30983000;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;IS
07.01.2025;10:48;30983000;52003.001;Nach Lotwechsel: Produktion von Tube laeuft stabil.;PB
07.01.2025;11:03;30983000;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;IS
07.01.2025;14:16;30983000;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;SR
07.01.2025;15:23;30983000;52003.001;Operator meldet Farbumschlag nicht sauber, Geraet gereinigt.;SR
07.01.2025;21:15;30983000;52003.001;Routinekontrolle Temperiergeraet T4. Temperatur stabil.;DN
07.01.2025;22:26;30983000;52003.001;Lot-ENDE;FS
08.01.2025;00:31;30983017;52003.001;Lot-Start;GS
08.01.2025;03:34;30983017;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;PB
08.01.2025;03:54;30983017;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;SR
08.01.2025;04:19;30983017;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;EL
08.01.2025;06:25;30983017;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;IS
08.01.2025;07:25;30983017;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;FS
08.01.2025;11:02;30983017;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;MA
08.01.2025;11:19;30983017;52003.001;Nach Lotwechsel: Produktion von Tip laeuft stabil.;GS
08.01.2025;14:29;30983017;52003.001;Lot-Start: Kette fuer Tip eingeleitet, Rohmaterial geladen, Werkzeug geprueft, Serie freigegeben.;EL
08.01.2025;15:44;30983017;52003.001;Lotnummer wieder falsch, hab verbessert, passt jetz.;EL
08.01.2025;16:57;30983017;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;PB
08.01.2025;17:30;30983017;52003.001;Werkzeug gereinigt und geschmiert;WS
08.01.2025;18:49;30983017;52003.001;Operator meldet Farbumschlag nicht sauber, Geraet gereinigt.;GS
08.01.2025;22:06;30983017;52003.001;Heut wieder Farbwechsel, alles durcheinander, ich alles richtig gemacht.;EL
08.01.2025;22:13;30983017;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;OM
09.01.2025;00:51;30983017;52003.001;Werkzeug gereinigt und geschmiert;EL
09.01.2025;04:20;30983017;52003.001;Nach Lotwechsel: Produktion von Tip laeuft stabil.;AJ
09.01.2025;04:42;30983017;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;ML
09.01.2025;06:54;30983017;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;FS
09.01.2025;09:06;30983017;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;WS
09.01.2025;09:31;30983017;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;SR
09.01.2025;10:40;30983017;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;SK
09.01.2025;13:41;30983017;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;FS
09.01.2025;18:47;30983017;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;DN
09.01.2025;20:07;30983017;52003.001;Musterung;OM
09.01.2025;20:42;30983017;52003.001;Musterung;FS
10.01.2025;00:30;30983017;52003.001;Nach Lotwechsel: Produktion von Tip laeuft stabil.;SK
10.01.2025;01:48;30983017;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;GS
10.01.2025;02:15;30983017;52003.001;Masterbatchnachfuellung am Dosiergeraet durchgefuehrt.;MA
10.01.2025;03:01;30983017;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;GS
10.01.2025;03:36;30983017;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;DR
10.01.2025;03:39;30983017;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;EL
10.01.2025;06:19;30983017;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;ML
10.01.2025;06:25;30983017;52003.001;Lot-Start: Kette fuer Tip eingeleitet, Rohmaterial geladen, Werkzeug geprueft, Serie freigegeben.;FS
10.01.2025;06:29;30983017;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;ML
10.01.2025;06:33;30983017;52003.001;Musterung;WS
10.01.2025;11:54;30983017;52003.001;Vakuumleitung lose, hab wieder richtig gemacht, laeuft.;EL
10.01.2025;13:52;30983017;52003.001;Nach Lotwechsel: Produktion von Tip laeuft stabil.;GS
10.01.2025;19:33;30983017;52003.001;Musterung;OM
10.01.2025;21:03;30983017;52003.001;Operator meldet Farbumschlag nicht sauber, Geraet gereinigt.;ML
10.01.2025;21:28;30983017;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;OM
11.01.2025;00:55;30983017;52003.001;Operator meldet Farbumschlag nicht sauber, Geraet gereinigt.;GS
11.01.2025;05:47;30983017;52003.001;Nach Lotwechsel: Produktion von Tip laeuft stabil.;IS
11.01.2025;06:30;30983017;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;GS
11.01.2025;07:18;30983017;52003.001;Nach Lotwechsel: Produktion von Tip laeuft stabil.;GS
11.01.2025;07:23;30983017;52003.001;Musterung;DR
11.01.2025;07:46;30983017;52003.001;Vakuumleitung lose, hab wieder richtig gemacht, laeuft.;MA
11.01.2025;10:25;30983017;52003.001;Musterung;PB
11.01.2025;11:25;30983017;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;SK
11.01.2025;17:40;30983017;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;AP
11.01.2025;18:53;30983017;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;PB
11.01.2025;21:09;30983017;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;EL
11.01.2025;23:23;30983017;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;PB
12.01.2025;00:06;30983017;52003.001;Stoerung Materialfoerderung;DN
12.01.2025;03:34;30983017;52003.001;Routinekontrolle Temperiergeraet T4. Temperatur stabil.;DR
12.01.2025;07:42;30983017;52003.001;Routinekontrolle Temperiergeraet T1. Temperatur stabil.;OM
12.01.2025;08:36;30983017;52003.001;Nach Lotwechsel: Produktion von Tip laeuft stabil.;GS
12.01.2025;10:01;30983017;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;ML
12.01.2025;12:51;30983017;52003.001;Nach Lotwechsel: Produktion von Tip laeuft stabil.;DR
12.01.2025;13:54;30983017;52003.001;Ausschuss-Erfassung: 0;DN
12.01.2025;14:51;30983017;52003.001;Operator meldet Farbumschlag nicht sauber, Geraet gereinigt.;AJ
12.01.2025;16:03;30983017;52003.001;Stoerung Materialfoerderung;FS
12.01.2025;20:50;30983017;52003.001;Maschine heut' bisschen laut, nix schlimmes, laeuft trotzdem.;EL
12.01.2025;23:24;30983017;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;OM
13.01.2025;02:23;30983017;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;EL
13.01.2025;05:06;30983017;52003.001;Ausschuss-Erfassung: 0;DN
13.01.2025;05:06;30983017;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;GS
13.01.2025;07:52;30983017;52003.001;Musterung;MA
13.01.2025;08:09;30983017;52003.001;Routinekontrolle Temperiergeraet T3. Temperatur stabil.;MR
13.01.2025;09:26;30983017;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;SK
13.01.2025;10:12;30983017;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;SK
13.01.2025;12:32;30983017;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;AP
13.01.2025;13:07;30983017;52003.001;Masterbatchnachfuellung am Dosiergeraet durchgefuehrt.;PB
13.01.2025;14:00;30983017;52003.001;Schichtübergabe;OM
13.01.2025;14:18;30983017;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;WS
13.01.2025;17:38;30983017;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;MA
13.01.2025;17:55;30983017;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;AJ
13.01.2025;18:16;30983017;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;WS
13.01.2025;18:33;30983017;52003.001;Routinekontrolle Temperiergeraet T2. Temperatur stabil.;MR
13.01.2025;23:40;30983017;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;ML
14.01.2025;01:42;30983017;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;FS
14.01.2025;02:13;30983017;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;MA
14.01.2025;02:18;30983017;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;GS
14.01.2025;06:54;30983017;52003.001;Musterung;SK
14.01.2025;07:34;30983017;52003.001;Masterbatchnachfuellung am Dosiergeraet durchgefuehrt.;PB
14.01.2025;09:50;30983017;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;SR
14.01.2025;16:28;30983017;52003.001;Werkzeug gereinigt und geschmiert;PB
14.01.2025;17:26;30983017;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;OM
14.01.2025;17:36;30983017;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;GS
14.01.2025;19:04;30983017;52003.001;Nach Lotwechsel: Produktion von Tip laeuft stabil.;MR
14.01.2025;19:09;30983017;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;GS
14.01.2025;23:49;30983017;52003.001;Lot Ende;IS
15.01.2025;01:22;30983028;52003.001;Lot-Start;OM
15.01.2025;02:27;30983028;52003.001;Stoerung Materialfoerderung;DR
15.01.2025;03:52;30983028;52003.001;Werkzeug gereinigt und geschmiert;FS
15.01.2025;05:50;30983028;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;FS
15.01.2025;08:45;30983028;52003.001;Nach Lotwechsel: Produktion von Rack laeuft stabil.;AJ
15.01.2025;09:23;30983028;52003.001;Nach Lotwechsel: Produktion von Rack laeuft stabil.;IS
15.01.2025;10:31;30983028;52003.001;Werkzeug gereinigt und geschmiert;FS
15.01.2025;10:36;30983028;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;DN
15.01.2025;18:09;30983028;52003.001;Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.;IS
15.01.2025;19:41;30983028;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;DR
15.01.2025;20:44;30983028;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;WS
15.01.2025;22:21;30983028;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;DN
16.01.2025;01:02;30983028;52003.001;Masterbatchnachfuellung am Dosiergeraet durchgefuehrt.;SR
16.01.2025;01:09;30983028;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;ML
16.01.2025;08:57;30983028;52003.001;Vakuumleitung lose, hab wieder richtig gemacht, laeuft.;MA
16.01.2025;10:34;30983028;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;DR
16.01.2025;11:09;30983028;52003.001;Musterung;MA
16.01.2025;14:10;30983028;52003.001;Lot-Start: Kette fuer Rack eingeleitet, Rohmaterial geladen, Werkzeug geprueft, Serie freigegeben.;MR
16.01.2025;16:17;30983028;52003.001;Maschine heut' bisschen laut, nix schlimmes, laeuft trotzdem.;EL
16.01.2025;17:14;30983028;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;MA
16.01.2025;17:20;30983028;52003.001;Operator meldet Farbumschlag nicht sauber, Geraet gereinigt.;SR
16.01.2025;20:06;30983028;52003.001;Operator meldet Farbumschlag nicht sauber, Geraet gereinigt.;MR
16.01.2025;21:19;30983028;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;SK
16.01.2025;22:56;30983028;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;DN
17.01.2025;03:42;30983028;52003.001;Maschine heut' bisschen laut, nix schlimmes, laeuft trotzdem.;MA
17.01.2025;05:01;30983028;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;FS
17.01.2025;06:02;30983028;52003.001;Schichtübergabe;FS
17.01.2025;06:57;30983028;52003.001;Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.;IS
17.01.2025;07:50;30983028;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;AP
17.01.2025;08:16;30983028;52003.001;Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.;MA
17.01.2025;09:03;30983028;52003.001;Werkzeug gereinigt und geschmiert;SR
17.01.2025;16:35;30983028;52003.001;Masterbatchnachfuellung am Dosiergeraet durchgefuehrt.;SK
17.01.2025;16:45;30983028;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;DN
17.01.2025;17:30;30983028;52003.001;Werkzeug gereinigt und geschmiert;GS
17.01.2025;19:43;30983028;52003.001;Heut wieder Farbwechsel, alles durcheinander, ich alles richtig gemacht.;IS
17.01.2025;20:28;30983028;52003.001;Musterung;FS
17.01.2025;22:25;30983028;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;EL
17.01.2025;22:26;30983028;52003.001;Lot-Start: Kette fuer Rack eingeleitet, Rohmaterial geladen, Werkzeug geprueft, Serie freigegeben.;FS
18.01.2025;02:06;30983028;52003.001;Stoerung Materialfoerderung;SK
18.01.2025;03:18;30983028;52003.001;Operator meldet Farbumschlag nicht sauber, Geraet gereinigt.;DR
18.01.2025;04:33;30983028;52003.001;Stoerung Materialfoerderung;ML
18.01.2025;06:15;30983028;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;WS
18.01.2025;07:21;30983028;52003.001;Nach Lotwechsel: Produktion von Rack laeuft stabil.;WS
18.01.2025;07:40;30983028;52003.001;Vakuumleitung lose, hab wieder richtig gemacht, laeuft.;MA
18.01.2025;11:32;30983028;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;OM
18.01.2025;13:35;30983028;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;AP
18.01.2025;14:21;30983028;52003.001;Lotnummer wieder falsch, hab verbessert, passt jetz.;IS
18.01.2025;15:08;30983028;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;AJ
18.01.2025;18:24;30983028;52003.001;Werkzeug gereinigt und geschmiert;AP
18.01.2025;18:44;30983028;52003.001;Masterbatchnachfuellung am Dosiergeraet durchgefuehrt.;FS
18.01.2025;20:25;30983028;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;FS
19.01.2025;02:21;30983028;52003.001;Routinekontrolle Temperiergeraet T2. Temperatur stabil.;AP
19.01.2025;03:53;30983028;52003.001;Werkzeug gereinigt und geschmiert;PB
19.01.2025;05:08;30983028;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;AJ
19.01.2025;05:33;30983028;52003.001;Stoerung Materialfoerderung;DR
19.01.2025;06:06;30983028;52003.001;Masterbatchnachfuellung am Dosiergeraet durchgefuehrt.;AJ
19.01.2025;08:02;30983028;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;MR
19.01.2025;11:15;30983028;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;AJ
19.01.2025;13:17;30983028;52003.001;Heut wieder Farbwechsel, alles durcheinander, ich alles richtig gemacht.;MA
19.01.2025;13:50;30983028;52003.001;Routinekontrolle Temperiergeraet T2. Temperatur stabil.;WS
19.01.2025;15:36;30983028;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;EL
19.01.2025;15:38;30983028;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;GS
19.01.2025;15:50;30983028;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;OM
19.01.2025;16:36;30983028;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;DN
19.01.2025;22:43;30983028;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;WS
19.01.2025;22:59;30983028;52003.001;Masterbatchnachfuellung am Dosiergeraet durchgefuehrt.;PB
20.01.2025;03:27;30983028;52003.001;Musterung;GS
20.01.2025;04:31;30983028;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;DN
20.01.2025;05:22;30983028;52003.001;Ausschuss-Erfassung: 0;DN
20.01.2025;08:30;30983028;52003.001;Korrektur: P130 1000bar Neu: 1100 bar;GS
20.01.2025;08:50;30983028;52003.001;Nach Lotwechsel: Produktion von Rack laeuft stabil.;MR
20.01.2025;10:20;30983028;52003.001;Musterung;ML
20.01.2025;10:52;30983028;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;SK
20.01.2025;12:25;30983028;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;DN
20.01.2025;13:36;30983028;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;SK
20.01.2025;14:42;30983028;52003.001;Stoerung: Duese leckt minimal, kurzer Stillstand zum Abdichten.;WS
20.01.2025;15:20;30983028;52003.001;Routinekontrolle Temperiergeraet T3. Temperatur stabil.;GS
20.01.2025;18:17;30983028;52003.001;Qualifizierung OQ/PQ: Werte dokumentiert, alles im gruenen Bereich.;SK
20.01.2025;18:32;30983028;52003.001;Werkzeug gereinigt und geschmiert;OM
20.01.2025;19:30;30983028;52003.001;Masterbatchnachfuellung am Dosiergeraet durchgefuehrt.;FS
20.01.2025;21:12;30983028;52003.001;Ausschuss-Erfassung: 0;AJ
20.01.2025;22:31;30983028;52003.001;Stoerung Materialfoerderung;DR
20.01.2025;23:52;30983028;52003.001;Schmierzyklus durchgefuehrt. Keine Auffaelligkeiten.;FS
21.01.2025;00:49;30983028;52003.001;Stoerung Materialfoerderung;OM
21.01.2025;03:39;30983028;52003.001;Stoerung Materialfoerderung;DR
21.01.2025;04:12;30983028;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;FS
21.01.2025;04:45;30983028;52003.001;Musterung;EL
21.01.2025;07:23;30983028;52003.001;Stoerung: Auswerfer faehrt nicht, Reset noetig.;MA
21.01.2025;10:34;30983028;52003.001;Operator meldet Farbumschlag nicht sauber, Geraet gereinigt.;PB
21.01.2025;12:53;30983028;52003.001;Stoerung Materialfoerderung;MR
21.01.2025;13:18;30983028;52003.001;Ausschuss-Erfassung: 0;SK
21.01.2025;16:59;30983028;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;DN
21.01.2025;17:07;30983028;52003.001;Prozessdaten minimal angepasst wegen Stoerung (Genehmigung liegt vor).;ML
21.01.2025;17:38;30983028;52003.001;Nach Lotwechsel: Produktion von Rack laeuft stabil.;SR
21.01.2025;19:40;30983028;52003.001;Teileauswurf leicht verzoegert, Mechanik geoelt.;SK
21.01.2025;20:35;30983028;52003.001;Lot-Ende;ML
22.01.2025;00:20;30983038;52003.001;Lot-Start;GS
